Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Taylors Lakes,1 Cowes Pl,4,h,853000,S,Barry,15.07.2017,15.May,3038,4,3,2,724,330,1990,Brimbank,-3.770.941,1.447.873,Western Metropolitan,5336
Taylors Lakes,3 Mantaura Av,4,h,704000,S,Barry,15.07.2017,15.May,3038,4,2,2,644,,,Brimbank,-3.771.128,14.480.686,Western Metropolitan,5336
Thomastown,52 Richardson St,3,h,508000,S,Harcourts,15.07.2017,15.Mar,3074,3,2,1,189,,,Whittlesea,-3.768.159,1.450.371,Northern Metropolitan,7955
Thornbury,54 Swift St,3,h,1236000,S,hockingstuart,15.07.2017,7,3071,3,1,1,508,,,Darebin,-3.776.202,14.501.772,Northern Metropolitan,8870
Thornbury,12/45 Woolton Av,1,u,328000,S,Woodards,15.07.2017,7,3071,1,1,1,1047,,1970,Darebin,-3.776.105,14.499.532,Northern Metropolitan,8870
Toorak,2/619 Toorak Rd,2,u,1140000,S,Marshall,15.07.2017,4.Oca,3142,2,2,2,586,119,1990,Stonnington,-3.784.266,14.502.355,Southern Metropolitan,7217
Travancore,2115/18 Mt Alexander Rd,2,u,341500,S,McGrath,15.07.2017,4.Mar,3032,2,1,1,16000,68.5,2012,Moonee Valley,-3.778.466,14.493.829,Western Metropolitan,1052
Tullamarine,2/28 Broadmeadows Rd,2,u,470000,SP,Barry,15.07.2017,12.Eyl,3043,2,1,1,161,,1960,Hume,-3.770.586,14.487.947,Western Metropolitan,3296
Vermont,18 Barbara St,3,h,1111500,S,Philip,15.07.2017,17.Şub,3133,3,1,0,722,94,1960,Whitehorse,-378.324,14.520.467,Eastern Metropolitan,4181
Wantirna,509 Boronia Rd,4,h,1214000,S,Ray,15.07.2017,14.Tem,3152,4,1,2,734,,,Knox,-3.785.209,14.524.268,Eastern Metropolitan,5424
Wantirna South,42 Argyle Wy,4,h,1045000,S,Noel,15.07.2017,14.Tem,3152,4,3,2,728,153,1990,Knox,-3.788.009,14.522.736,Eastern Metropolitan,7082
Wantirna South,12/440 Stud Rd,3,u,622000,S,Ray,15.07.2017,14.Tem,3152,3,1,1,137,71,2012,Knox,-3.787.615,14.523.192,Eastern Metropolitan,7082
Warrandyte,24 Fossickers Wy,3,h,826000,S,Gardiner,15.07.2017,21.Oca,3113,3,2,0,830,135,1975,Manningham,-3.775.079,14.520.617,Eastern Metropolitan,2003
Waterways,7 Portland Pl,4,h,1265000,S,Ray,15.07.2017,21.May,3195,4,2,2,604,,,Kingston,-3.801.347,14.512.675,South-Eastern Metropolitan,709
Watsonia,2/63 Devonshire Rd,2,u,604000,S,Ray,15.07.2017,14.May,3087,2,1,1,151,,,Banyule,-3.771.298,14.508.115,Northern Metropolitan,2329
Watsonia,1/34 Longmuir Rd,2,u,655000,S,Darren,15.07.2017,14.May,3087,2,1,1,298,98,1975,Banyule,-3.771.098,14.508.926,Northern Metropolitan,2329
Watsonia North,280 Grimshaw St,3,h,740000,SP,Barry,15.07.2017,14.May,3087,4,1,2,909,,,Banyule,-3.770.255,14.508.578,Northern Metropolitan,1442
Werribee,6 Cassowary Av,3,h,505000,SP,Greg,15.07.2017,14.Tem,3030,3,2,4,557,116,1987,Wyndham,-3.787.975,14.466.459,Western Metropolitan,16166
Werribee,3 Gavan Ct,3,h,570000,S,S&L,15.07.2017,14.Tem,3030,3,1,3,909,,1965,Wyndham,-3.789.074,14.465.677,Western Metropolitan,16166
Werribee,9 Kestrel Pl,3,h,453000,S,YPA,15.07.2017,14.Tem,3030,3,1,3,575,,,Wyndham,-3.787.628,14.466.481,Western Metropolitan,16166
Werribee,2/50 Tower Rd,2,h,335000,S,Greg,15.07.2017,14.Tem,3030,2,1,1,190,113,1980,Wyndham,-3.790.423,14.467.008,Western Metropolitan,16166
West Footscray,3/30 Beaumont Pde,1,h,280000,VB,Jas,15.07.2017,6.Nis,3012,1,1,1,45,,1970,Maribyrnong,-3.780.728,14.486.702,Western Metropolitan,5058
West Footscray,41 Dongola Rd,4,h,955000,S,Jas,15.07.2017,6.Nis,3012,4,1,3,459,,,Maribyrnong,-3.779.433,14.488.001,Western Metropolitan,5058
West Footscray,5/2 Ormond Rd,3,t,700000,S,Jas,15.07.2017,6.Nis,3012,3,2,2,125,131,2013,Maribyrnong,-3.780.735,14.487.361,Western Metropolitan,5058
West Melbourne,310/53 Batman St,1,u,380000,SP,MICM,15.07.2017,3.Oca,3003,1,1,0,68,,,Melbourne,-3.781.096,14.495.147,Northern Metropolitan,2230
West Melbourne,74 Dudley St,4,h,1900000,VB,Whiting,15.07.2017,3.Oca,3003,4,1,2,168,,,Melbourne,-3.780.884,14.495.291,Northern Metropolitan,2230
Westmeadows,27 Eyre St,3,h,800000,S,YPA,15.07.2017,16.May,3049,3,2,2,898,142,1985,Hume,-3.767.823,14.490.002,Northern Metropolitan,2474
Wheelers Hill,994 Waverley Rd,5,h,1090000,S,Ray,15.07.2017,16.Tem,3150,5,2,2,698,246,1978,Monash,-378.921,14.519.118,South-Eastern Metropolitan,7392
Williamstown,47 Pasco St,4,h,1920000,SP,Williams,15.07.2017,6.Ağu,3016,4,2,0,388,178,1900,Hobsons Bay,-3.786.159,14.489.926,Western Metropolitan,6380
Wollert,24 Edenvale Bvd,4,h,530000,SP,hockingstuart,15.07.2017,25.May,3750,4,2,2,448,155,2011,Whittlesea,-3.761.944,14.501.243,Northern Metropolitan,2940
Yarraville,17 Adeney St,3,h,982500,S,Village,15.07.2017,6.Mar,3013,3,2,2,444,122,1945,Maribyrnong,-3.781.662,144.866,Western Metropolitan,6543
Yarraville,72 Bishop St,3,h,1400000,S,Jas,15.07.2017,6.Mar,3013,3,3,6,668,,1990,Maribyrnong,-3.781.381,14.487.438,Western Metropolitan,6543
Yarraville,86 Francis St,3,h,1042000,SP,Jas,15.07.2017,6.Mar,3013,3,1,1,358,,,Maribyrnong,-3.782.116,14.489.181,Western Metropolitan,6543
Yarraville,12 Montague St,3,h,1230000,S,Jas,15.07.2017,6.Mar,3013,3,1,2,433,144,1880,Maribyrnong,-3.781.183,14.488.569,Western Metropolitan,6543
Yarraville,220 Roberts St,3,h,1005000,S,Jas,15.07.2017,6.Mar,3013,3,1,2,451,,,Maribyrnong,-3.781.796,1.448.681,Western Metropolitan,6543
Abbotsford,101 Charles St,2,h,911000,S,Purplebricks,22.07.2017,3,3067,2,1,0,141,,,Yarra,-3.780.586,14.499.499,Northern Metropolitan,4019
Abbotsford,133 Yarra St,2,h,1190000,S,Biggin,22.07.2017,3,3067,2,2,1,147,175,2000,Yarra,-3.780.269,1.450.001,Northern Metropolitan,4019
Aberfeldie,45 Afton St,3,h,2050000,SP,McDonald,22.07.2017,7.May,3040,3,2,6,402,,,Moonee Valley,-3.776.027,14.488.954,Western Metropolitan,1543
Aberfeldie,5 Aroona Ct,3,h,1680000,SP,Raine,22.07.2017,7.May,3040,3,2,2,673,136,1965,Moonee Valley,-3.776.316,14.489.799,Western Metropolitan,1543
Aberfeldie,4/37 St Kinnord St,1,u,280000,VB,Nelson,22.07.2017,7.May,3040,1,1,1,0,,1970,Moonee Valley,-3.775.875,1.449.027,Western Metropolitan,1543
Aberfeldie,6/39 St Kinnord St,1,u,310000,S,Brad,22.07.2017,7.May,3040,1,1,1,1715,,1970,Moonee Valley,-3.775.882,1.449.027,Western Metropolitan,1543
Aberfeldie,18 Valencia St,5,h,1472000,S,Rendina,22.07.2017,7.May,3040,5,3,2,486,,,Moonee Valley,-3.776.111,14.489.845,Western Metropolitan,1543
Airport West,6/6 Etzel St,2,u,454000,S,Nelson,22.07.2017,10.Nis,3042,2,1,1,182,,1985,Moonee Valley,-3.772.158,1.448.801,Western Metropolitan,3464
Altona,16 Cain Ct,3,h,1005000,SP,Barlow,22.07.2017,11,3018,3,1,2,636,,,Hobsons Bay,-3.786.317,14.483.927,Western Metropolitan,5301
Altona,1/26 Maidstone St,4,t,820000,SP,hockingstuart,22.07.2017,11,3018,4,2,2,288,,1970,Hobsons Bay,-3.787.171,14.481.273,Western Metropolitan,5301
Altona,64 Queen St,4,h,1360000,S,Greg,22.07.2017,11,3018,4,2,4,615,,,Hobsons Bay,-3.787.057,14.483.623,Western Metropolitan,5301
Altona,6 Rose St,3,h,950000,SP,Barlow,22.07.2017,11,3018,3,1,1,399,,,Hobsons Bay,-3.787.115,1.448.189,Western Metropolitan,5301
Altona Meadows,52 Shirley St,3,h,620000,S,hockingstuart,22.07.2017,15.May,3028,3,1,2,466,107,1975,Hobsons Bay,-3.787.019,1.447.843,Western Metropolitan,7630
Altona North,12 Chambers Rd,3,h,830000,SP,RT,22.07.2017,9.Nis,3025,3,2,2,529,130,1965,Hobsons Bay,-3.784.107,14.484.179,Western Metropolitan,5132
Altona North,131 Chambers Rd,3,h,730000,S,Greg,22.07.2017,9.Nis,3025,3,1,1,276,,,Hobsons Bay,-3.782.787,14.484.364,Western Metropolitan,5132
Altona North,313 Millers Rd,4,h,805000,S,Sweeney,22.07.2017,9.Nis,3025,4,2,5,562,146,1950,Hobsons Bay,-3.784.384,14.484.637,Western Metropolitan,5132
Altona North,2/16 Stapley Cr,2,h,510000,S,Sweeney,22.07.2017,9.Nis,3025,2,1,1,170,100,2001,Hobsons Bay,-3.783.658,14.486.199,Western Metropolitan,5132
Ardeer,48 McLaughlin St,3,h,645000,S,Barry,22.07.2017,12.Ağu,3022,3,1,1,603,,,Brimbank,-3.778.104,14.480.357,Western Metropolitan,1281
Armadale,16/74 Denbigh Rd,2,u,486000,S,hockingstuart,22.07.2017,6.Mar,3143,2,1,2,0,63,1960,Stonnington,-3.785.549,1.450.163,Southern Metropolitan,4836
Ascot Vale,2/41 Sandown Rd,3,t,855000,S,Alexkarbon,22.07.2017,4.Mar,3032,3,1,2,159,129,2011,Moonee Valley,-3.778.329,14.491.842,Western Metropolitan,6567
Ascot Vale,67 The Parade,2,h,1035000,S,Alexkarbon,22.07.2017,4.Mar,3032,2,1,1,319,117,1900,Moonee Valley,-3.777.266,1.449.131,Western Metropolitan,6567
Ascot Vale,85 The Parade,3,h,1310000,S,Brad,22.07.2017,4.Mar,3032,3,1,2,523,,,Moonee Valley,-3.777.255,14.491.213,Western Metropolitan,6567
Ashwood,5 Kiewa St,4,h,1450000,S,Fletchers,22.07.2017,10.Şub,3147,4,2,1,803,154,1965,Monash,-3.786.162,14.511.042,Southern Metropolitan,2894
Ashwood,47B Vannam Dr,3,t,1060000,S,Buxton,22.07.2017,10.Şub,3147,3,2,2,343,1,2000,Monash,-3.786.324,14.510.289,Southern Metropolitan,2894
Aspendale,14 Ebb St,3,h,970000,VB,hockingstuart,22.07.2017,21.May,3195,4,2,2,612,154,1960,Kingston,-3.801.596,14.509.932,South-Eastern Metropolitan,2824
Aspendale Gardens,12 Pacific Dr,4,h,840000,VB,Barry,22.07.2017,21.May,3195,4,2,2,383,,,Kingston,-3.801.958,14.512.356,South-Eastern Metropolitan,2243
Avondale Heights,26 Clarendon St,4,h,665000,PI,Nelson,22.07.2017,9.May,3034,4,1,1,538,,,Moonee Valley,-3.776.518,14.485.621,Western Metropolitan,4502
Avondale Heights,49 Ridge Dr,3,h,750000,PI,Barry,22.07.2017,9.May,3034,3,1,2,561,103,1990,Moonee Valley,-377.528,14.485.585,Western Metropolitan,4502
Avondale Heights,55 Ridge Dr,5,h,800000,VB,Barry,22.07.2017,9.May,3034,5,2,3,577,166,1985,Moonee Valley,-3.775.261,14.485.631,Western Metropolitan,4502
Balwyn,9/3 Boston Rd,2,u,800000,S,Langwell,22.07.2017,7.Eyl,3103,2,1,1,0,,1960,Boroondara,-3.781.675,14.507.716,Southern Metropolitan,5682
Balwyn,5 Tedstone Cr,5,h,2400000,VB,Fletchers,22.07.2017,7.Eyl,3103,5,3,2,785,,,Boroondara,-3.781.161,14.507.622,Southern Metropolitan,5682
Balwyn North,7 Adeney St,5,h,2400000,VB,hockingstuart,22.07.2017,9.Tem,3104,5,4,2,742,262,1980,Boroondara,-3.780.218,14.510.063,Southern Metropolitan,7809
Balwyn North,1120 Burke Rd,3,h,2668000,S,Noel,22.07.2017,9.Tem,3104,3,1,2,939,,,Boroondara,-3.779.494,14.506.382,Southern Metropolitan,7809
Balwyn North,4 Carrington St,4,h,1750000,S,Jellis,22.07.2017,9.Tem,3104,4,1,2,683,,,Boroondara,-3.780.275,14.508.412,Southern Metropolitan,7809
Balwyn North,67 Winfield Rd,4,h,1850000,SA,Fletchers,22.07.2017,9.Tem,3104,4,4,3,929,266,1960,Boroondara,-3.779.497,14.510.538,Southern Metropolitan,7809
Beaconsfield,12 Windsor Dr,4,h,670000,SP,Harcourts,22.07.2017,39,3807,4,2,2,900,244,2005,Cardinia,-3.805.614,14.538.464,Eastern Victoria,2332
Beaumaris,16A Coronet Gr,3,t,1850000,PI,McGrath,22.07.2017,17.Mar,3193,3,3,2,252,203,2007,Bayside,-3.798.453,14.502.659,Southern Metropolitan,5366
Bellfield,9 Sullivan St,2,h,906000,S,Miles,22.07.2017,8.Ağu,3081,2,1,1,617,109.98,1960,Banyule,-377.528,14.504.444,Eastern Metropolitan,790
Bentleigh,11 Buckingham Av,3,h,1640000,S,Woodards,22.07.2017,11.Nis,3204,3,1,3,585,,,Glen Eira,-3.791.722,14.504.836,Southern Metropolitan,6795
Bentleigh,22 Mortimore St,3,h,1610000,S,Buxton,22.07.2017,11.Nis,3204,3,2,2,672,,,Glen Eira,-3.792.768,14.504.268,Southern Metropolitan,6795
Bentleigh,2/21 Vickery St,2,u,410000,PI,hockingstuart,22.07.2017,11.Nis,3204,2,1,1,834,75,1967,Glen Eira,-3.791.627,14.503.892,Southern Metropolitan,6795
Bentleigh,12 Wood St,5,h,1500000,PI,hockingstuart,22.07.2017,11.Nis,3204,5,2,2,591,188,1950,Glen Eira,-3.792.211,1.450.466,Southern Metropolitan,6795
Bentleigh East,1a Benina St,2,u,860000,S,hockingstuart,22.07.2017,13.Ağu,3165,2,1,1,230,,1990,Glen Eira,-379.236,14.505.913,Southern Metropolitan,10969
Berwick,2 Northgate Dr,4,h,775000,VB,O'Brien,22.07.2017,35.2,3806,4,2,2,520,,,Casey,-3.806.486,14.535.031,Eastern Victoria,17093
Berwick,5 Russel Av,3,h,755000,S,O'Brien,22.07.2017,35.2,3806,3,2,2,840,,,Casey,-3.802.621,14.534.635,Eastern Victoria,17093
Blackburn,488 Middleborough Rd,3,h,1020000,PI,Jellis,22.07.2017,13.Nis,3130,3,1,4,624,,,Whitehorse,-3.781.112,14.514.043,Eastern Metropolitan,5713
Blackburn South,2A Stewart Av,3,h,874000,S,Fletchers,22.07.2017,13.Nis,3130,3,2,1,232,103,2014,Whitehorse,-3.783.574,14.514.866,Eastern Metropolitan,4387
Braybrook,12/27 Marnoo St,3,t,560000,S,Sweeney,22.07.2017,8.Haz,3019,3,1,1,158,137,2002,Maribyrnong,-3.778.893,14.484.652,Western Metropolitan,3589
Brighton East,4/3 Gleniffer Av,2,u,620000,S,Buxton,22.07.2017,10.Mar,3187,2,1,1,972,,,Bayside,-3.793.171,14.503.041,Southern Metropolitan,6938
Brighton East,10 Grant St,3,h,1500000,S,Hodges,22.07.2017,10.Mar,3187,3,2,1,279,,1990,Bayside,-379.135,14.500.846,Southern Metropolitan,6938
Broadmeadows,39 Blair St,1,h,1100000,VB,Stockdale,22.07.2017,14,3047,1,1,1,1312,,,Hume,-376.821,14.492.773,Northern Metropolitan,4294
Broadmeadows,82 Cuthbert St,3,h,450000,S,YPA,22.07.2017,14,3047,3,1,1,0,100,1960,Hume,-376.841,14.492.818,Northern Metropolitan,4294
Broadmeadows,4 Holberry St,3,h,560000,S,YPA,22.07.2017,14,3047,3,1,1,639,,,Hume,-3.769.142,14.493.025,Northern Metropolitan,4294
Brunswick,148 Donald St,3,h,1120000,S,Raine,22.07.2017,5.Şub,3056,3,1,1,322,107,1920,Moreland,-3.775.887,14.497.326,Northern Metropolitan,11918
Brunswick,54 Dunstan Av,2,h,1110000,S,Jellis,22.07.2017,5.Şub,3056,2,1,0,196,101,1922,Moreland,-3.775.815,14.497.366,Northern Metropolitan,11918
Brunswick,9 First Av,3,h,1260000,S,Jellis,22.07.2017,5.Şub,3056,3,2,1,470,,,Moreland,-377.556,14.495.729,Northern Metropolitan,11918
Brunswick,24 Mitchell St,4,h,1790000,S,Nelson,22.07.2017,5.Şub,3056,4,3,6,733,238,1950,Moreland,-37.759,14.496.623,Northern Metropolitan,11918
Brunswick East,408/1 Brunswick Rd,1,u,390500,SP,Ray,22.07.2017,4,3057,1,1,1,0,49,2011,Moreland,-3.777.883,1.449.776,Northern Metropolitan,5533
Bundoora,22 Alma Rd,4,h,800000,SP,Ray,22.07.2017,12.Oca,3083,4,1,1,535,132,,Banyule,-3.769.847,1.450.601,Northern Metropolitan,10175
Bundoora,43 Cheadle Cr,5,h,999000,S,Ray,22.07.2017,12.Oca,3083,5,2,2,627,268,1991,Banyule,-3.769.264,1.450.799,Northern Metropolitan,10175
Bundoora,398 Grimshaw St,3,h,680000,S,Barry,22.07.2017,12.Oca,3083,3,1,3,539,,,Banyule,-377.015,14.507.548,Northern Metropolitan,10175
Cairnlea,17 Blackwood Ct,4,h,750000,PI,Ray,22.07.2017,14.Ağu,3023,4,2,2,447,,,Brimbank,-3.775.637,14.477.983,Western Metropolitan,2674
Camberwell,4 Lynden St,3,h,1830000,S,Ham,22.07.2017,7.Tem,3124,3,2,4,605,,,Boroondara,-3.783.856,14.508.602,Southern Metropolitan,8920
Carlton,66 Palmerston St,3,h,920000,S,Nelson,22.07.2017,1.Haz,3053,3,1,0,98,,,Melbourne,-3.779.633,14.497.269,Northern Metropolitan,6786
Carlton North,51 Davis St,3,h,1400000,VB,Jellis,22.07.2017,3.May,3054,3,2,0,107,,,Yarra,-3.779.213,14.497.207,Northern Metropolitan,3106
Carnegie,5/9 Cosy Gum Rd,2,u,796000,S,Thomson,22.07.2017,10.Oca,3163,2,1,2,0,86,1975,Glen Eira,-3.788.415,1.450.514,Southern Metropolitan,7822
Carnegie,9 Vine Gr,2,h,1630000,S,Woodards,22.07.2017,10.Oca,3163,2,1,1,618,,,Glen Eira,-3.789.347,14.504.772,Southern Metropolitan,7822
Carnegie,2A Walden Gr,3,h,1050000,VB,Eview,22.07.2017,10.Oca,3163,3,1,2,184,133,1990,Glen Eira,-3.790.017,14.505.812,Southern Metropolitan,7822
Carrum,15A Riversdale Av,3,h,825000,S,Ray,22.07.2017,31.2,3197,3,2,1,355,,,Kingston,-3.807.196,14.513.036,South-Eastern Metropolitan,1989
Caulfield North,6/374 Dandenong Rd,2,u,610000,PI,Greg,22.07.2017,7.Ağu,3161,2,1,1,816,88,2007,Glen Eira,-3.786.068,14.501.121,Southern Metropolitan,6923
Chadstone,3/22 Stapley Cr,3,t,977500,S,Buxton,22.07.2017,11.Tem,3148,3,3,3,209,,2012,Monash,-3.788.923,1.450.964,Southern Metropolitan,3582
Chelsea,1/15 Cross Rd,2,u,639000,S,Eview,22.07.2017,27,3196,2,1,2,278,104,1980,Kingston,-3.804.602,1.451.191,South-Eastern Metropolitan,3906
Cheltenham,10 Cronin Ct,4,h,1138000,S,HAR,22.07.2017,17.Eyl,3192,4,2,1,536,,,Kingston,-3.796.768,14.507.966,Southern Metropolitan,9758
Cheltenham,30 Nancy St,3,h,1050000,PI,Barry,22.07.2017,17.Eyl,3192,3,1,2,539,169,1970,Kingston,-3.797.223,14.507.895,Southern Metropolitan,9758
Clifton Hill,11/165 Noone St,2,u,640000,SA,Nelson,22.07.2017,3.Haz,3068,2,2,1,533,110,2011,Yarra,-3.779.443,14.499.944,Northern Metropolitan,2954
Coburg,35 Belgrave St,3,h,1285000,S,Nelson,22.07.2017,6.Tem,3058,3,1,2,579,143,1930,Moreland,-3.774.482,14.497.499,Northern Metropolitan,11204
Coburg,1B Crozier St,3,h,890000,S,Peter,22.07.2017,6.Tem,3058,3,2,2,190,,2015,Moreland,-3.774.978,14.497.738,Northern Metropolitan,11204
Collingwood,53 Mater St,2,h,1080000,S,Nelson,22.07.2017,2,3066,2,1,0,0,94,1890,Yarra,-3.779.589,14.498.863,Northern Metropolitan,4553
Craigieburn,42 Excelsior Hts,6,h,1000000,S,YPA,22.07.2017,20.Haz,3064,6,3,2,752,40,,Hume,-3.757.186,14.493.495,Northern Metropolitan,15510
Craigieburn,11 Heytesbury Cr,3,h,607500,S,hockingstuart,22.07.2017,20.Haz,3064,3,2,2,654,185,1999,Hume,-376.038,1.449.226,Northern Metropolitan,15510
Craigieburn,60 Northumberland Cct,3,h,500000,S,Stockdale,22.07.2017,20.Haz,3064,3,2,2,448,150,2008,Hume,-3.758.242,14.493.001,Northern Metropolitan,15510
Craigieburn,24 Paddington St,3,h,515000,S,Ray,22.07.2017,20.Haz,3064,3,2,2,490,122.25,,Hume,-3.758.025,14.492.088,Northern Metropolitan,15510
Craigieburn,70 Penhall Dr,3,h,510000,S,Ray,22.07.2017,20.Haz,3064,3,2,2,350,161,2014,Hume,-3.756.883,14.490.887,Northern Metropolitan,15510
Craigieburn,36 Serenity Wy,4,h,592500,S,Ray,22.07.2017,20.Haz,3064,4,2,2,448,188,2011,Hume,-3.757.635,14.491.151,Northern Metropolitan,15510
Craigieburn,6 Virtue Wy,4,h,595000,S,Ray,22.07.2017,20.Haz,3064,4,2,2,420,,2015,Hume,-3.759.386,14.490.009,Northern Metropolitan,15510
Croydon,8 Railway Cr,3,h,1005000,S,McGrath,22.07.2017,23,3136,3,1,1,1018,,,Maroondah,-3.779.327,14.528.352,Eastern Metropolitan,11925
Dandenong,1 Caroline St,3,h,669000,S,Stockdale,22.07.2017,24.Tem,3175,3,1,1,713,145,1960,Greater Dandenong,-3.798.997,1.452.254,South-Eastern Metropolitan,10894
Dandenong,1462 Heatherton Rd,3,h,880000,S,Barry,22.07.2017,24.Tem,3175,3,2,10,734,,,Greater Dandenong,-3.796.969,14.521.043,South-Eastern Metropolitan,10894
Dandenong North,7 Belmont Av,3,h,560000,S,Barry,22.07.2017,24.Tem,3175,3,1,2,630,,,Greater Dandenong,-3.796.543,14.520.339,South-Eastern Metropolitan,8322
Dandenong North,7 Buchan St,5,h,895000,S,Barry,22.07.2017,24.Tem,3175,5,2,4,779,186,1970,Greater Dandenong,-3.794.465,14.521.236,South-Eastern Metropolitan,8322
Deepdene,4/193 Whitehorse Rd,2,h,710000,S,Nelson,22.07.2017,7.Eyl,3103,2,1,2,1533,,,Boroondara,-3.781.143,14.507.108,Southern Metropolitan,892
Deer Park,15 Abercairn Ct,3,h,572000,S,hockingstuart,22.07.2017,14.Ağu,3023,3,3,6,585,,,Brimbank,-3.775.907,14.475.924,Western Metropolitan,6388
Delahey,11 Barley Ct,4,h,505000,S,YPA,22.07.2017,18,3037,4,2,2,344,105.9,1995,Brimbank,-37.719,14.476.699,Western Metropolitan,2898
Delahey,29 Kingsley Pl,3,h,550000,PI,Sweeney,22.07.2017,18,3037,3,2,2,668,,,Brimbank,-3.772.589,14.477.991,Western Metropolitan,2898
Doncaster,5 Alma Ct,5,h,1530000,S,Barry,22.07.2017,12.Nis,3108,5,3,2,851,215,1975,Manningham,-3.778.109,14.513.745,Eastern Metropolitan,9028
Doncaster East,18B Churchill St,3,t,816000,S,Barry,22.07.2017,14.Mar,3109,3,1,2,0,121,2010,Manningham,-3.778.738,14.516.033,Eastern Metropolitan,10999
Doncaster East,45 Elizabeth St,4,h,1385000,S,Jellis,22.07.2017,14.Mar,3109,4,3,2,417,203,1980,Manningham,-3.779.223,14.514.606,Eastern Metropolitan,10999
Donvale,66 Lisbeth Av,3,h,900000,PI,Philip,22.07.2017,16.Oca,3111,3,1,2,726,,,Manningham,-3.780.279,14.519.974,Eastern Metropolitan,4790
Doveton,33 Kanooka Gr,2,h,472500,S,C21,22.07.2017,28.Ağu,3177,2,1,2,590,74,1960,Casey,-3.799.715,14.523.526,South-Eastern Metropolitan,3533
East Melbourne,205/30 St Andrews Pl,1,u,895000,S,Kay,22.07.2017,1.Mar,3002,1,1,1,0,60,1990,Melbourne,-3.781.177,14.497.617,Northern Metropolitan,3040
Edithvale,9a Ivan Av,2,u,724000,S,O'Brien,22.07.2017,27,3196,2,1,2,224,104,2000,Kingston,-380.371,14.511.717,South-Eastern Metropolitan,2546
Elsternwick,16 Allison Rd,3,h,1975000,S,Biggin,22.07.2017,7.Şub,3185,3,2,2,458,165,1900,Glen Eira,-3.788.148,14.500.539,Southern Metropolitan,4898
Elsternwick,4/49 Seymour Rd,3,t,1200000,S,Biggin,22.07.2017,7.Şub,3185,3,1,2,1405,117,1965,Glen Eira,-3.788.065,14.501.112,Southern Metropolitan,4898
Eltham,1/1326 Main Rd,3,t,751000,SP,Nelson,22.07.2017,18,3095,3,2,2,247,,2009,Nillumbik,-3.770.318,14.516.467,Eastern Metropolitan,6990
Elwood,1/3 Greig Ct,2,u,635000,S,McGrath,22.07.2017,7.Şub,3184,2,1,1,371,,,Port Phillip,-3.787.872,14.498.894,Southern Metropolitan,8989
Elwood,7/59 Ormond Rd,2,u,630000,S,McGrath,22.07.2017,7.Şub,3184,2,1,1,637,73,1970,Port Phillip,-3.788.374,14.498.518,Southern Metropolitan,8989
Elwood,4/6 Pine Av,2,u,730000,S,Biggin,22.07.2017,7.Şub,3184,2,2,1,0,,2013,Port Phillip,-3.788.678,14.498.855,Southern Metropolitan,8989
Epping,13 Anglers Dr,4,h,600000,S,Stockdale,22.07.2017,19.Haz,3076,4,2,2,500,,,Whittlesea,-3.762.756,14.503.364,Northern Metropolitan,10926
Epping,111 Duffy St,3,h,410000,SP,hockingstuart,22.07.2017,19.Haz,3076,3,1,1,216,,,Whittlesea,-3.764.151,14.502.265,Northern Metropolitan,10926
Epping,6 Shields St,3,h,545000,S,hockingstuart,22.07.2017,19.Haz,3076,3,1,2,400,,,Whittlesea,-3.762.894,14.500.977,Northern Metropolitan,10926
Essendon,15 Robb St,3,h,1620000,S,Nelson,22.07.2017,7.May,3040,3,1,1,393,,,Moonee Valley,-3.775.769,14.491.051,Western Metropolitan,9264
Essendon,6/10 Violet St,1,u,326000,S,Nelson,22.07.2017,7.May,3040,1,1,1,0,,,Moonee Valley,-3.775.547,14.491.327,Western Metropolitan,9264
Essendon North,18 Royal Av,3,h,1535000,S,Jellis,22.07.2017,8.Şub,3041,3,1,2,811,152,1925,Moonee Valley,-377.384,14.490.485,Western Metropolitan,1308
Fawkner,115 Lorne St,2,h,830000,PI,Stockdale,22.07.2017,13.Oca,3060,2,1,1,779,102,1950,Moreland,-3.771.532,14.496.508,Northern Metropolitan,5070
Ferntree Gully,7 Austin St,3,h,740000,SP,Stockdale,22.07.2017,24.Ağu,3156,3,1,2,968,118,1955,Knox,-3.788.523,14.528.553,Eastern Metropolitan,10788
Flemington,15/60 Farnham St,2,u,505000,SP,Nelson,22.07.2017,3.Nis,3031,2,1,1,0,,,Moonee Valley,-3.778.257,14.493.106,Northern Metropolitan,3593
Footscray,107/250 Barkly St,2,u,430000,PI,McGrath,22.07.2017,5.Oca,3011,2,1,1,1909,110,2007,Maribyrnong,-3.779.919,14.489.607,Western Metropolitan,7570
Footscray,16 Creswick St,3,h,900000,PI,Sweeney,22.07.2017,5.Oca,3011,3,1,3,312,106,1880,Maribyrnong,-3.779.334,14.489.128,Western Metropolitan,7570
Footscray,15 Greer St,4,h,1000000,SA,Nelson,22.07.2017,5.Oca,3011,4,2,1,180,206,1994,Maribyrnong,-3.779.686,144.908,Western Metropolitan,7570
Footscray,12 Jerrold St,4,h,891000,S,Sweeney,22.07.2017,5.Oca,3011,4,1,3,446,101.7,1920,Maribyrnong,-3.779.221,14.489.076,Western Metropolitan,7570
